item_no,chapter,description,unit,rate
A17.58.1,17.0 SANITARY INSTALLATIONS,Providing lead caulked joints to sand cast iron/centrifugally cast Ar7st__punin pean figs amet - 100 mm,Each,514.1
A17.58.2,17.0 SANITARY INSTALLATIONS,Providing lead caulked joints to sand cast iron/centrifugally cast Ar7st__punin pean figs amet - ‘75 mm,Each,439.1
A17.58.3,17.0 SANITARY INSTALLATIONS,Providing lead caulked joints to sand cast iron/centrifugally cast Ar7st__punin pean figs amet - 50 mm,Each,358.0
A17.59.2,17.0 SANITARY INSTALLATIONS,Providing and fixing M.S. stays and clamps for sand cast iron/ | | | | | | - 75 mm,Each,96.4
A17.59.3,17.0 SANITARY INSTALLATIONS,Providing and fixing M.S. stays and clamps for sand cast iron/ | | | | | | - 50 mm,Each,88.9
A17.60.1.1,17.0 SANITARY INSTALLATIONS,Providing and fixing trap of self cleansing design with screwed including cost of cutting and making good the walls and floors - Sand cast iron S&S as per IS 3989,Each,1554.7
A17.60.1.2,17.0 SANITARY INSTALLATIONS,Providing and fixing trap of self cleansing design with screwed including cost of cutting and making good the walls and floors - Sand Cast Iron S&S as per IS 1729,Each,1260.0
A17.60.2.2,17.0 SANITARY INSTALLATIONS,including cost of cutting and making good the walls and floors Hubless centrifugally cast (spun) iron epoxy coated inside and - Sand Cast Iron S&S as per IS 1729,Each,1172.7
A17.60.2.3,17.0 SANITARY INSTALLATIONS,Hubless centrifugally cast (spun) iron epoxy coated inside and ‘Hubless centrifugally cast (spun) iron epoxy coated inside and | | | | | | - outside as per IS 15905,Each,678.4
A17.61.1,17.0 SANITARY INSTALLATIONS,same with cement concrete 1:3:6 ( 1 cement :3 coarse sand 6 necessary plaster and pointing in cement mortar 1:4 (1 cement 4 - 100 mm dia,Each,531.6
A17.61.3,17.0 SANITARY INSTALLATIONS,same with cement concrete 1:3:6 ( 1 cement :3 coarse sand 6 necessary plaster and pointing in cement mortar 1:4 (1 cement 4 - 50 mm dia,Each,241.0
A17.62,17.0 SANITARY INSTALLATIONS,primer (of approved quality ) on the outside surface of the,Each,703.4
A17.63,17.0 SANITARY INSTALLATIONS,"the cistern, flush pipe, other fittings, etc. complete including",Each,493.2
A17.64,17.0 SANITARY INSTALLATIONS,colour brand and manufacture on the outside surface of cistern,Each,209.2
A17.65.1,17.0 SANITARY INSTALLATIONS,vent pipes and fittings with two coats of synthetic enamel paint primer (of approved quality) for new work - 100 mm diameter pipe,Each,61.7
A17.65.2,17.0 SANITARY INSTALLATIONS,vent pipes and fittings with two coats of synthetic enamel paint primer (of approved quality) for new work - 75 mm diameter pipe,Each,47.1
A17.66.1,17.0 SANITARY INSTALLATIONS,"Repainting sand cast iron/centrifugally cast iron (spun) iron, soil, paint of any colour such as chocolate, grey or buff etc - 100 mm diameter pipe",Each,30.1
A17.66.2,17.0 SANITARY INSTALLATIONS,"Repainting sand cast iron/centrifugally cast iron (spun) iron, soil, paint of any colour such as chocolate, grey or buff etc - 75 mm diameter pipe",Each,22.6
A17.67,17.0 SANITARY INSTALLATIONS,Repainting bath tub of size 1700x730x430mm with enamel paint.,Each,617.9
A17.68.1,17.0 SANITARY INSTALLATIONS,plastic seat and lid with white vitreous china flushing cistern and,Each,11071.0
A17.69.1,17.0 SANITARY INSTALLATIONS,Aires ingots tanga STAM cas nan) 11470 sna tango stay aso sn 2968089 sta,Each,122.8
A17.69.2,17.0 SANITARY INSTALLATIONS,"Waste coupling 38mm dia of 83mm length and 77mm breadth,",Each,145.8
A17.70.1,17.0 SANITARY INSTALLATIONS,"coupling 77mm breadth with 25mm minimum water seal,",Each,412.5
A17.70.2,17.0 SANITARY INSTALLATIONS,"coupling 77mm breadth with 25mm minimum water seal,",Each,429.0
A17.72,17.0 SANITARY INSTALLATIONS,face with concealed fittings arrangement of approved quality and,Each,280.8
A17.73.1,17.0 SANITARY INSTALLATIONS,"and effective height of 88mm, weighing not less than 170gms.",Each,2284.7
A17.73.2,17.0 SANITARY INSTALLATIONS,"and effective height of 88mm, weighing not less than 190gms.",Each,2334.1
A17.74,17.0 SANITARY INSTALLATIONS,"36 mm height of approved quality & colour, weighing not less",Each,2391.7
A17.75,17.0 SANITARY INSTALLATIONS,"mm with 1/2"" BSP thread and shapes, weighing not less than",Each,147.4
A17.76.1,17.0 SANITARY INSTALLATIONS,with BSP female threads weighing not less than 48gms,Each,201.9
A17.77.1,17.0 SANITARY INSTALLATIONS,"shape and of total length 420mm and shall be fixed with M.S. nuts, bolts & washers of size 25x6mm, one bolt on each side of - P woe",Each,283.5
A17.77.2,17.0 SANITARY INSTALLATIONS,Air een dapge) ne EMMIS easy nas) se.50 spay as370 74s) asad 7s ash79 ange st.90 en,Each,349.6
A17.77.3,17.0 SANITARY INSTALLATIONS,A773 ree oinm dagen easy team) 0570 aan as20 ary ars aso ao.sy an ana ena) an,Each,414.0
A17.79,17.0 SANITARY INSTALLATIONS,"surface, fixed with cartridge having debris catcher and hygiene",Each,20458.8
A17.81,17.0 SANITARY INSTALLATIONS,"system, including all fittings and fixtures with seat cover, cistern",Each,18147.6
A18.1.1,INTERNAL WORK - EXPOSED ON WALL,direction of the Engineer-in-Charge. INTERNAL WORK - EXPOSED ON WALL - 1216 (16 mm OD) pipe,Metre,226.6
A18.1.2,INTERNAL WORK - EXPOSED ON WALL,direction of the Engineer-in-Charge. INTERNAL WORK - EXPOSED ON WALL - 1620 (20 mm OD) pipe,Metre,265.8
A18.1.3,INTERNAL WORK - EXPOSED ON WALL,direction of the Engineer-in-Charge. INTERNAL WORK - EXPOSED ON WALL - 2025 (25 mm OD) pipe,Metre,331.3
A18.1.4,INTERNAL WORK - EXPOSED ON WALL,direction of the Engineer-in-Charge. INTERNAL WORK - EXPOSED ON WALL - 2532 (32 mm OD) pipe,Metre,428.4
A18.1.5,INTERNAL WORK - EXPOSED ON WALL,INTERNAL WORK - EXPOSED ON WALL - 3240 (40 mm OD) pipe,Metre,603.6
A18.1.6,INTERNAL WORK - EXPOSED ON WALL,INTERNAL WORK - EXPOSED ON WALL - 4050 (50 mm OD) pipe,Metre,760.0
A18.2.1,INTERNAL WORK - EXPOSED ON WALL,"Engineer-in-Charge. Concealed work, including cutting chases and making good the - 1216 (16 mm OD) pipe",Metre,366.4
A18.2.2,INTERNAL WORK - EXPOSED ON WALL,"Engineer-in-Charge. Concealed work, including cutting chases and making good the - 1620 (20 mm OD) pipe",Metre,392.7
A18.2.3,INTERNAL WORK - EXPOSED ON WALL,"Concealed work, including cutting chases and making good the - 2025 (25 mm OD) pipe",Metre,445.4
A18.2.4,INTERNAL WORK - EXPOSED ON WALL,"Concealed work, including cutting chases and making good the - 2532 (32 mm OD) pipe",Metre,522.8
A18.3.1,EXTERNAL WORK,refilling and testing of joints complete as per direction of the Engineer-in-Charge. - 1216 (16 mm OD) pipe,Metre,198.7
A18.3.3,EXTERNAL WORK,Engineer-in-Charge. - 2025 (25 mm OD) pipe,Metre,277.7
A18.3.4,EXTERNAL WORK,Engineer-in-Charge. - 2532 (32 mm OD) pipe,Metre,355.1
A18.3.6,EXTERNAL WORK,4050 (50 mm OD) pipe,Metre,658.0
A18.4.2,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Internal Exposed on Walls - PN - 16 pipe, 25mm OD (SDR-7.4)",Metre,260.0
A18.4.3,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Internal Exposed on Walls - PN - 16 pipe, 32 mm OD (SDR-7.4)",Metre,328.0
A18.4.4,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Internal Exposed on Walls - PN - 16 pipe, 40 mm OD (SDR-7.4)",Metre,481.9
A18.4.5,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Internal Exposed on Walls - PN - 16 pipe, 50 mm OD (SDR-7.4)",Metre,631.9
A18.5.1,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Concealed work, including cutting chases and making good the - PN - 16 pipe, 20mm OD (SDR-7.4)",Metre,335.6
A18.5.2,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Concealed work, including cutting chases and making good the - PN - 16 pipe, 25 mm OD (SDR-7.4)",Metre,374.3
A18.5.3,EXTERNAL WORK,"complete as per direction of engineer-in-charge. Concealed work, including cutting chases and making good the - PN - 16 pipe, 32 mm OD (SDR-7.4)",Metre,441.3
A18.6.2,EXTERNAL WORK,"polypropylene random fittings, including trenching, refilling & testing of joints complete as per direction of engineer-in-charge. - PN - 16, 25 mm OD (SDR-7.4)",Metre,215.7
A18.6.3,EXTERNAL WORK,"polypropylene random fittings, including trenching, refilling & testing of joints complete as per direction of engineer-in-charge. - PN - 16, 32 mm OD (SDR-7.4)",Metre,282.7
A18.6.4,EXTERNAL WORK,"testing of joints complete as per direction of engineer-in-charge. - PN - 16, 40 mm OD (SDR-7.4)",Metre,379.5
A18.6.5,EXTERNAL WORK,"testing of joints complete as per direction of engineer-in-charge. - PN - 16, 50 mm OD (SDR-7.4)",Metre,529.6
A18.6.6,EXTERNAL WORK,"PN - 16, 63 mm OD (SDR-7.4)",Metre,606.4
A18.6.7,EXTERNAL WORK,"PN - 16, 75 mm OD (SDR-7.4)",Metre,831.1
A18.6.8,EXTERNAL WORK,"PN - 16, 90 mm OD (SDR-7.4)",Metre,1173.3
A18.6.9,EXTERNAL WORK,"PN - 16, 110 mm OD (SDR-7.4)",Metre,1647.8
A18.6.10,EXTERNAL WORK,"PN - 16, 160 mm OD (SDR-7.4)",Metre,4501.7
A18.7.2,Internal Work - Exposed on wall,complete as per direction of engineer-in-charge. Internal Work - Exposed on wall - 20 mm nominal outer dia Pipes,Metre,278.3
A18.7.3,Internal Work - Exposed on wall,complete as per direction of engineer-in-charge. Internal Work - Exposed on wall - 25 mm nominal outer dia Pipes,Metre,337.2
A18.7.4,Internal Work - Exposed on wall,complete as per direction of engineer-in-charge. Internal Work - Exposed on wall - 32 mm nominal outer dia Pipes,Metre,439.4
A18.7.5,Internal Work - Exposed on wall,complete as per direction of engineer-in-charge. Internal Work - Exposed on wall - 40 mm nominal outer dia Pipes,Metre,593.2
A18.7.6,Internal Work - Exposed on wall,Internal Work - Exposed on wall - 50 mm nominal outer dia Pipes,Metre,834.5
A18.8.1,Internal Work - Exposed on wall,"cutting chases and making good the same including testing of Concealed work, including cutting chases and making good the - 15 mm nominal outer dia Pipes",Metre,344.3
A18.8.2,Internal Work - Exposed on wall,"cutting chases and making good the same including testing of Concealed work, including cutting chases and making good the - '20 mm nominal outer dia Pipes",Metre,392.4
A18.8.3,Internal Work - Exposed on wall,"cutting chases and making good the same including testing of Concealed work, including cutting chases and making good the - 25 mm nominal outer dia Pipes",Metre,451.3
A18.8.4,Internal Work - Exposed on wall,"Concealed work, including cutting chases and making good the - '32 mm nominal outer dia Pipes",Metre,533.7
A18.9.1,Internal Work - Exposed on wall,"fittings with one step CPVC solvent cement, trenching, refilling & testing of joints complete as per direction of Engineer-in-charge. - 15 mm nominal outer dia Pipes",Metre,176.5
A18.9.2,Internal Work - Exposed on wall,"fittings with one step CPVC solvent cement, trenching, refilling & testing of joints complete as per direction of Engineer-in-charge. - '20 mm nominal outer dia Pipes",Metre,224.7
A18.9.3,Internal Work - Exposed on wall,testing of joints complete as per direction of Engineer-in-charge. - 25 mm nominal outer dia Pipes,Metre,292.8
A18.9.4,Internal Work - Exposed on wall,testing of joints complete as per direction of Engineer-in-charge. - '32 mm nominal outer dia Pipes,Metre,375.2
A18.9.5,Internal Work - Exposed on wall,40 mm nominal outer dia Pipes,Metre,490.8
A18.9.6,Internal Work - Exposed on wall,50 mm nominal outer dia Pipes,Metre,732.1
A18.9.7,Internal Work - Exposed on wall,62.50 mm nominal outer dia Pipes,Metre,1448.7
A18.9.8,Internal Work - Exposed on wall,'75 mm nominal outer dia Pipes,Metre,1840.1
A18.9.9,Internal Work - Exposed on wall,100 mm nominal outer dia Pipes,Metre,2604.1
A18.9.10,Internal Work - Exposed on wall,'150 mm nominal outer dia Pipes,Metre,5469.5
A18.10.2,Internal work - Exposed on wall,Providing and fixing G.I. pipes complete with G.I. fittings and Internal work - Exposed on wall - 20mm dia. nominal bore,Metre,367.2
A18.10.3,Internal work - Exposed on wall,Providing and fixing G.I. pipes complete with G.I. fittings and Internal work - Exposed on wall - 25mm dia. nominal bore,Metre,477.6
A18.10.4,Internal work - Exposed on wall,Providing and fixing G.I. pipes complete with G.I. fittings and Internal work - Exposed on wall - 32mm dia. nominal bore,Metre,580.1
A18.10.5,Internal work - Exposed on wall,Internal work - Exposed on wall - ‘40mm dia. nominal bore,Metre,694.5
A18.10.6,Internal work - Exposed on wall,Internal work - Exposed on wall - 50mm dia nominal bore,Metre,854.4
A18.11.1,Internal work - Exposed on wall,"including painting with anti-corrosive bitumastic paint, cutting chases and making good the wall: - 15 mm dia nominal bore",Metre,448.4
A18.11.2,Internal work - Exposed on wall,"including painting with anti-corrosive bitumastic paint, cutting chases and making good the wall: - 20 mm dia nominal bore",Metre,503.3
A18.12.1,Internal work - Exposed on wall,chases and making good the wall: Providing and fixing G. |. pipes complete with G. |. fittings - 15mm dia. nominal bore,Metre,251.2
A18.12.2,Internal work - Exposed on wall,chases and making good the wall: Providing and fixing G. |. pipes complete with G. |. fittings - 20 mm dia. nominal bore,Metre,299.9
A18.12.3,Internal work - Exposed on wall,Providing and fixing G. |. pipes complete with G. |. fittings - 25 mm dia. nominal bore,Metre,395.1
A18.12.4,Internal work - Exposed on wall,Providing and fixing G. |. pipes complete with G. |. fittings - 32 mm dia. nominal bore,Metre,469.0
A18.12.5,Internal work - Exposed on wall,Providing and fixing G. |. pipes complete with G. |. fittings - 40 mm dia. nominal bore,Metre,537.3
A18.12.6,Internal work - Exposed on wall,50 mm dia. nominal bore,Metre,638.0
A18.12.7,Internal work - Exposed on wall,65 mm dia. nominal bore,Metre,810.4
A18.12.8,Internal work - Exposed on wall,80 mm dia. nominal bore,Metre,995.1
A18.13.1,Internal work - Exposed on wall,Making connection of G.I. distribution branch with G.I.main of threading the pipe etc. complete. - 25 to 40 mm nominal bore,Each,632.3
A18.13.2,Internal work - Exposed on wall,Making connection of G.I. distribution branch with G.I.main of threading the pipe etc. complete. - 50 to 80 mm nominal bore,Each,1495.2
A18.14,Internal work - Exposed on wall,complete (cost of water meter and stop cock to be paid,Metre,550.0
A18.15.2,Internal work - Exposed on wall,Fixing water meter and stop cock in G.I. pipe line including cutting and threading the pipe and making long screws etc. - 20 mm nominal bore,Each,401.7
A18.16.1,Internal work - Exposed on wall,15 mm nominal bore,Each,372.3
A18.16.2,Internal work - Exposed on wall,20 mm nominal bore,Each,401.7
A18.17.1,Internal work - Exposed on wall,Providing and fixing gun metal gate valve with C.I. wheel of M807 Sppoed ityeteveden) - 25 mm nominal bore,Each,611.7
A20,Internal work - Exposed on wall,Providing and fixing gun metal gate valve with C.I. wheel of M807 Sppoed ityeteveden) - mm nominal bore,Each,566.3
A18.17.2,Internal work - Exposed on wall,Providing and fixing gun metal gate valve with C.I. wheel of M807 Sppoed ityeteveden) - 32 mm nominal bore,Each,715.2
A18.17.3,Internal work - Exposed on wall,Providing and fixing gun metal gate valve with C.I. wheel of M807 Sppoed ityeteveden) - 40 mm nominal bore,Each,834.8
A18.17.4,Internal work - Exposed on wall,Providing and fixing gun metal gate valve with C.I. wheel of M807 Sppoed ityeteveden) - 50 mm nominal bore,Each,1069.5
A18.17.5,Internal work - Exposed on wall,M807 Sppoed ityeteveden) - 65 mm nominal bore,Each,1831.1
A18.17.6,Internal work - Exposed on wall,80 mm nominal bore,Each,2729.1
A18.18.1,Internal work - Exposed on wall,Seem nat stm aie eh a_i cg ete Providing and fixing ball valve (brass) of approved quality high or - 15 mm nominal bore,Each,416.8
A18.18.3,Internal work - Exposed on wall,25 mm nominal bore,Each,484.8
A18.19.1.1,Internal work - Exposed on wall,Providing and fixing gun metal non- return valve of approved | | | | | | - Horizontal,Each,587.8
A18.19.2.2,Internal work - Exposed on wall,Vertical,Each,872.0
A18.19.3.1,Internal work - Exposed on wall,Horizontal,Each,975.0
A18.19.4.2,Internal work - Exposed on wall,Vertical,Each,1539.5
A18.19.5.1,Internal work - Exposed on wall,Horizontal,Each,2515.1
A18.19.6.2,Internal work - Exposed on wall,Vertical,Each,4182.6
A18.20.2,Internal work - Exposed on wall,Providing and fixing brass ferrule with C.I. mouth cover including | | | | | | - 20 mm nominal bore,Each,418.8
A18.20.3,Internal work - Exposed on wall,'25 mm nominal bore,Each,539.4
A18.21.1.2,Internal work - Exposed on wall,20 mm nominal bore,Each,97.9
A18.21.2.1,Internal work - Exposed on wall,15 mm nominal bore,Each,102.1
A18.21.2.2,Internal work - Exposed on wall,'20 mm nominal bore,Each,124.0
A18.22.1,Internal work - Exposed on wall,"18.22 Providing and fixing CP, Bras shower rose with 150° 0mm Flt - 100mm diameter",Each,187.0
